72 	old 	sf 	sfg 	sfg2 	
degree list:
1 	2 	3 	4 	
1 	2 	3 	4 	
1 	2 	3 	4 	
ncells list:
24 	32 	40 	
24 	32 	40 	
24 	32 	40 	
0.05036187171936035 	0.037117958068847656 	0.06212019920349121 	
0.00608062744140625 	0.012891292572021484 	0.01685619354248047 	
0.010486125946044922 	0.022323131561279297 	0.030781269073486328 	
0.010070562362670898 	0.08812308311462402 	0.01471710205078125 	
0.06716728210449219 	0.08810758590698242 	0.11553692817687988 	
0.029987335205078125 	0.05170917510986328 	0.07007336616516113 	
0.04546976089477539 	0.06887030601501465 	0.1113595962524414 	
0.023348331451416016 	0.03922414779663086 	0.04678845405578613 	
0.24240756034851074 	0.45446109771728516 	0.7938344478607178 	
0.15721797943115234 	0.2853968143463135 	0.4698946475982666 	
0.14850258827209473 	0.2620248794555664 	0.4234611988067627 	
0.10888409614562988 	0.1471118927001953 	0.21911382675170898 	
2.374376058578491 	5.967273950576782 	10.71379041671753 	
1.0618553161621094 	2.152660608291626 	3.8641910552978516 	
0.5600042343139648 	0.895719051361084 	1.4317376613616943 	
0.4260752201080322 	0.6504027843475342 	0.9289336204528809 	
